idx,root,cc_mean,cc_std
0,23811,0.3337781189074607,0.37240473136121244
1,41677,0.3053197354335147,0.28934155812095835
2,2777,0.36688096801348796,0.30398011901140876
3,46175,0.37041803773737025,0.37100580672920735
4,48732,0.38810651652987893,0.3620742286682873
5,17611,0.4087052990562688,0.28676633003474633
6,54175,0.3574129352744067,0.3245096577521336
7,21336,0.37194991767107194,0.37330383105714726
8,26410,0.4179487942021921,0.3169532098396229
9,5083,0.3725071459637817,0.373445645990546
10,17138,0.4096353876213233,0.35622188452832204
11,35444,0.31648431033402574,0.20432718778188308
12,5053,0.2926848941267031,0.3245773411287891
13,50919,0.45402381963414623,0.3549446940185097
14,41511,0.23088293816996897,0.3004957937137939
15,43166,0.36209478137573253,0.357107001276157
16,12967,0.3330267448883752,0.24710989373321873
17,36773,0.4595024556108897,0.3504642866756552
18,14310,0.2613906264131535,0.24112164985695958
19,11605,0.4398090525532682,0.36069422450708216
20,45935,0.49769314289102634,0.2838767299004645
21,10292,0.3101837419893443,0.25256920878229167
22,35789,0.39873427817807683,0.3641134521787808
23,45252,0.3795847401376829,0.25154086320275554
24,8179,0.3196280279747772,0.3936506782390836
25,23730,0.30612620505229504,0.2550214367799052
26,42372,0.35497227023342454,0.32731581266521476
27,27043,0.4106641925812496,0.34988613581028005
28,7317,0.3031511541902282,0.29781188827418353
29,23719,0.36676799457141224,0.2994717413482005
30,36205,0.33320095347980794,0.334328117645231
31,32370,0.32990279569545194,0.32408421693512446
32,18361,0.43333709120557584,0.29716979794610154
33,14263,0.2592611321140281,0.21042932799314285
34,1763,0.358630320685293,0.33406869461954114
35,10669,0.3978533549195114,0.35288292138135985
36,17212,0.45109126886253903,0.3702980654798144
37,45456,0.46353379373149073,0.33585640178579124
38,1849,0.33894635818407526,0.4025847192970751
39,26552,0.39773378977938256,0.3813835021736113
40,14457,0.3381991903450664,0.2474136428946289
41,13806,0.3315650247975634,0.2933722972810807
42,45448,0.333834191838182,0.32210927427263014
43,27976,0.41880382661933735,0.36927092605415723
44,17307,0.2929399213651673,0.26477286956131246
45,38513,0.29596226552797766,0.25817946467540276
46,38284,0.3074095777281782,0.27728993459639856
47,50462,0.4392567764059056,0.3099770400339056
48,48853,0.30776002368507055,0.26335534396787175
49,38792,0.4078790994183734,0.35460840411372724
50,25630,0.35185722994986457,0.31901012614947083
51,53954,0.42710745580935194,0.35929275075471917
52,16401,0.36750692333375057,0.36650831902122083
53,31428,0.3431645162808504,0.3044307443541616
54,1249,0.23274672727995463,0.30134040141780155
55,10617,0.3606688866637473,0.2481048085732859
56,9538,0.43927957519987365,0.22829431790529905
57,36199,0.295152119148368,0.2420406215774085
