idx,root,cc_mean,cc_std
0,21147,0.31709734581912324,0.3514827864225521
1,9745,0.5967977951817359,0.18985671159061676
2,14236,0.7736678837976311,0.30546040728570806
3,6059,0.5391993936213939,0.3720788633284468
4,1527,0.3169890666989738,0.337616596686739
5,14133,0.6305176392544446,0.33261188222480714
6,21743,0.6239429515901542,0.2932814758714177
7,16856,0.6417225775772843,0.3792563660564074
8,22397,0.5294168218327329,0.3001844834248591
9,18242,0.4258680975425252,0.34968238241281746
10,8421,0.5469987599854524,0.4119927072746523
11,15963,0.6102575663854041,0.15524752305658868
12,16025,0.4807270776917179,0.46794272089080263
13,14314,0.5150078720674675,0.2310588662317626
14,299,0.5252748812508321,0.31899655237785
15,21980,0.18703720870509902,0.269395488027275
16,3101,0.5116130764400479,0.4141725453050763
17,14389,0.4624403404614116,0.4283456500100244
18,5304,0.5477464440034476,0.3357090127999486
19,8204,0.6513987404719319,0.17670152559802801
20,17685,0.5616592738416961,0.19089844666636613
21,14872,0.4503144845687022,0.37642199375022084
22,11449,0.5818508176072311,0.19285629075713834
23,13728,0.4227859386269915,0.36568856060957977
24,11634,0.609153688620376,0.16280816208964508
25,16405,0.4840966445217126,0.3688238444888966
26,13324,0.4149270612428507,0.36696179737308937
27,7027,0.43480661105962315,0.41430354326593716
28,350,0.6966844182880599,0.169997854303515
29,15539,0.7586566799344261,0.22215810336949965
30,6031,0.34669269765322397,0.43620522479010276
31,8149,0.5772450698872902,0.2113203752717461
32,13160,0.5477164976813552,0.3132481833978969
33,17007,0.6989201289448539,0.17425759505501212
34,17692,0.6659056075450746,0.23497227281245395
35,1598,0.5623181456751024,0.3335916718006748
36,1819,0.3395828171828172,0.3903545293747241
37,9628,0.6066725465552476,0.27944140394280464
38,5580,0.61629269518482,0.17540979080231142
39,7297,0.27585234356583244,0.3617932730773255
40,18307,0.4181542176163911,0.3462201438329701
41,15204,0.4292059325654223,0.3254303718534151
42,242,0.5580119380336374,0.2555170004742103
43,7863,0.4025733151775597,0.30790311888611943
44,19953,0.5164323832921528,0.30835666964895464
45,20452,0.5725765685315889,0.23635345305089722
46,17272,0.4420921805336282,0.2944762032419065
47,14919,0.45561070932477576,0.4182892533822357
48,1949,0.6870289195600715,0.2717647205482907
49,9882,0.24366656480774126,0.32063585685165724
50,8172,0.4382939958460082,0.4051892137133735
51,22427,0.5912522328702147,0.21603954875544115
52,21987,0.525405779419479,0.3371616615707832
53,3872,0.40077457015808404,0.3264314447350159
54,10390,0.3422014971089544,0.3275366146996277
55,18066,0.5450104484130116,0.23768037250883528
56,5708,0.5272325200404392,0.30392612749616776
57,6560,0.4538244617565035,0.31857323636090423
58,5583,0.4566163887469679,0.2926150127405435
59,17573,0.39174604648588385,0.3970391900045735
60,21149,0.3316689241345992,0.4402382016663246
61,13208,0.39928221315867435,0.3534043586553434
62,16195,0.29137697683928665,0.3091829986318152
63,10965,0.46121917684850205,0.32902234773888295
64,3609,0.42316162069349095,0.2746295561509045
65,18925,0.4087088982067773,0.38251363712193226
66,12877,0.6326145716991036,0.20926645737534794
67,4336,0.3510460246331759,0.37496022723533695
68,5841,0.12023553141045401,0.22921777633700025
69,8840,0.36624918418981556,0.3715120260067238
70,13401,0.5986707190695545,0.24797844099807453
71,14193,0.5902033678097078,0.292171765647389
72,4022,0.5728874270125894,0.16702016774793935
73,2264,0.5019848340065731,0.39102156846067526
74,18734,0.6122120143140682,0.24089775996930882
75,9035,0.47701143165742366,0.19736487624282414
76,2767,0.6431134166636124,0.2032827271398428
77,16403,0.6480683589286106,0.22113528722670045
78,9779,0.4681687818186143,0.26358850519796523
79,12315,0.5763780534007222,0.3106668391393248
80,9989,0.6449396006690041,0.2604356064656438
81,18650,0.4670001539678959,0.39565899220202616
82,12442,0.49676116420665073,0.38485319531905143
83,7464,0.49673776564061717,0.4099511875477324
84,6150,0.5042173441098123,0.3350823255581605
85,14180,0.2306687552213868,0.3618337541688032
86,11529,0.4812396793352613,0.372842308076691
87,882,0.6250046005999256,0.25855919029741625
88,20615,0.648494374344871,0.27124640877739414
89,7026,0.5836861193825772,0.19823325590864346
90,17931,0.4947872521066809,0.33080781719047425
91,103,0.5601210414351917,0.24284061598670087
92,13886,0.4331385411973648,0.44257315073678766
93,2567,0.5251757851822735,0.25934765428289613
94,7938,0.6400805098333113,0.35374163997512714
95,1900,0.44123573767008767,0.4049405910997934
96,20361,0.5857814555086277,0.3028046424847634
97,1378,0.49644026029814303,0.29945474383440035
98,19947,0.5431163321227244,0.3351706541062459
99,1656,0.530795149179373,0.3332998796836798
100,17378,0.4672092572206217,0.4319190429588481
101,16552,0.47422912839367953,0.3197766477882519
102,714,0.5377876222807467,0.2898207703752109
103,17837,0.43444033276664856,0.3389473605277
104,17914,0.6212539429456234,0.20453129302900278
105,3427,0.5924136410045893,0.38462049893722433
106,2685,0.6193766447212605,0.17406814523823944
107,1229,0.5921225430637196,0.33777696495455006
108,12666,0.5947693347992274,0.16676262028045705
109,4596,0.6491438256536586,0.25213211114508877
110,10487,0.35772306560688377,0.3264110836566966
111,9844,0.39695744742956535,0.24893528454055933
112,15352,0.41179770528400794,0.30715940418384413
113,14195,0.3732735554915862,0.3262321244302531
114,17248,0.7437505236695161,0.21352032848124056
115,14400,0.5804996137120396,0.31100886251759774
116,4859,0.4645031720814532,0.4512825070688401
117,14148,0.6982871722004027,0.19903156863642457
118,20630,0.33301705664103026,0.38352105694033317
119,5076,0.5974652368241681,0.34276281588636365
120,16067,0.6617512789074044,0.23592061974419679
121,19430,0.269584069218946,0.3387062279071001
122,15302,0.4312351140922569,0.420980835350946
123,3072,0.6472298487382393,0.2626791333156492
124,12097,0.5470351221390087,0.3194346544860246
125,2320,0.5440394095470333,0.3204494529235733
126,20414,0.7340791022041941,0.20627313412875295
127,18954,0.4097357416838706,0.37419355506364244
128,7982,0.47708991361932535,0.41574118203974986
129,6793,0.5332179543674953,0.3015490655896284
130,4196,0.42732208349673684,0.4131326894448306
131,1915,0.5321125454919607,0.29517033477432797
132,11906,0.2536708204076625,0.36068868879179405
133,356,0.654190926343634,0.3366423674431272
134,10327,0.3366853831582934,0.31073218898476945
135,22270,0.3033927724808059,0.3095874187692279
136,12068,0.5647763869822792,0.36742784690645963
137,13732,0.5790411613034272,0.32557556611012556
138,1554,0.4759410468178871,0.3696848349777575
139,17695,0.6152845269393716,0.23502463326483283
140,14901,0.49786579658557045,0.3066718033021016
141,12244,0.4273152429695908,0.32090931656664246
142,21438,0.5892105397306628,0.2832296625273061
143,3169,0.29477338141734427,0.3838350075956101
144,4052,0.4502752507195265,0.37539712815424836
145,2752,0.4586849875270927,0.37133756431199044
146,13261,0.7029088103817642,0.1422097065596126
147,446,0.4319281048700404,0.410139311217229
148,3285,0.5457992911350587,0.33660974899973317
