idx,root,cc_mean,cc_std
0,49915,0.4155267293317588,0.16383584675743532
1,118702,0.4235660652608622,0.3417866688209453
2,153971,0.3614498567490007,0.17563611076058847
3,69809,0.5883051680534918,0.23904234912092948
4,146417,0.408861679520732,0.19121020639000075
5,91850,0.34098442610761154,0.24686941840970553
6,149146,0.3993263739247897,0.2522385611762372
7,94029,0.5991329476603964,0.27451478142729935
8,58675,0.6954014031087365,0.2077196960650684
9,135271,0.4476029719152382,0.3292126959742307
10,90611,0.450494291737122,0.18512797931424163
11,58467,0.3857148335794162,0.2387634076016509
12,8426,0.34908605268741566,0.22349452179028204
13,81839,0.4584622597975054,0.25867927958716697
14,132812,0.35916986202751155,0.25424624890305303
15,10096,0.3870023556309436,0.2052454500608398
16,105558,0.3453273637860147,0.20798434730814638
17,76908,0.37845008211521314,0.15879709539253364
18,86202,0.3448471629009334,0.1730619019559681
19,115674,0.5107441363710251,0.1715759815839316
20,48297,0.420877394477535,0.22002511376663603
21,146738,0.366133522724018,0.2151065635907709
22,163967,0.49563873404451214,0.11583998035273468
23,66093,0.6644821988263971,0.31751733992746195
24,42030,0.40630867146212335,0.2378837939403495
25,23516,0.46612138304982403,0.41586265287822594
26,144615,0.5611016727417505,0.23930339393441755
27,71148,0.37102492462888415,0.23828981478348496
28,91786,0.42083601994753306,0.3393900756762116
29,117640,0.5462722288972277,0.34295411612106497
30,55197,0.4791889330709298,0.3051018260800056
31,153055,0.4576167147486932,0.26454410012062013
32,148525,0.3364525006844844,0.2556329568355745
33,138462,0.36736399992310587,0.22452950762235496
34,36582,0.39067297065273476,0.24335413536909545
35,21168,0.4678786755421153,0.17944181321774044
36,65983,0.4445815007071654,0.17648782581769193
37,11332,0.32271584112261464,0.1689810977509772
38,86876,0.26832949354223046,0.3653160075622547
39,144085,0.44008458065351314,0.22371025935521677
40,103938,0.42787365865255855,0.17371257276357016
41,109458,0.3618670634326015,0.27347445661069286
42,153612,0.414990355615315,0.2871541986910725
43,79310,0.44996195388649074,0.1850727790988823
44,98637,0.3962094229739267,0.22000830911140046
45,112544,0.30747950837217625,0.38640768968317046
46,12765,0.5016279282824467,0.3185862668069106
47,12593,0.33020555255309697,0.19032599408219514
48,12742,0.42177640824270984,0.22736460328019006
49,65396,0.2774913811436968,0.29051972116187097
50,158808,0.4110757509820566,0.14257696136871467
51,165745,0.39954010745225754,0.2148475989296654
52,42426,0.5060886618990142,0.21951592984012522
53,159586,0.5130028692047951,0.30190067728024206
54,117692,0.4122212521882415,0.32841182832765164
55,94216,0.29655356715839454,0.24533358498075525
56,15573,0.7973091366019546,0.25023376088836063
57,13615,0.4295625721026793,0.208610181357234
58,116681,0.5073524098166884,0.3632469629568818
59,16776,0.4990325670239122,0.358688214725763
60,115820,0.47921702589024673,0.2122040735459618
61,45397,0.3925159041193475,0.1727667815761714
62,121757,0.3696798455765316,0.19649402028338436
63,71281,0.7474607526043939,0.37932219402336614
64,49902,0.3839093343799356,0.1996263567531312
65,122548,0.8657576430427423,0.32001428701113077
66,49886,0.4003774574136225,0.2900666279738036
67,102177,0.5103291896452286,0.3767114682315041
68,120536,0.43020636335494233,0.18975579799827325
69,9922,0.3990863664806702,0.2563819414987014
70,43746,0.7286782661485277,0.3090488869269093
71,90353,0.41407884356043884,0.21778621649991725
72,47357,0.4260029179470963,0.19146071633889605
73,44773,0.4794504672517279,0.2276597910734463
74,45307,0.36055359366989453,0.19622410274488572
75,77392,0.25470060813956363,0.21637202124296445
76,72922,0.6204816559653494,0.35817480276696456
77,13901,0.421954901521451,0.39546834486235205
78,128903,0.4767129385550087,0.2049822959578688
79,107507,0.45258474934947285,0.20497558349823572
80,131849,0.40722859838598263,0.22663143011804449
81,93104,0.5434170770037515,0.3574293929835371
82,64258,0.40559725514811207,0.2293413323235269
83,42436,0.44430709962126974,0.2298725178537679
84,60053,0.5445717075328884,0.325769626754863
85,45892,0.35058551700093765,0.20070338960187223
86,50418,0.48508319184074994,0.3252239040248769
87,112469,0.3564406501237445,0.2523969957464805
88,148242,0.3755090707683678,0.2628607958292061
89,8520,0.37977344812840713,0.19572026421005972
90,63801,0.44856783228892083,0.21076232426160382
91,33374,0.40894628524568477,0.2863822999226875
92,165144,0.2209381215302389,0.30977063722832504
93,16443,0.429332666193247,0.32500492367933526
94,142572,0.3716700328127014,0.20557287999143833
95,71535,0.42392923827913426,0.1859875542792696
96,151417,0.564733812206002,0.398158918116473
97,13963,0.34795635703128563,0.4262498555267866
98,116648,0.4672905091281252,0.42986802762117426
99,84627,0.5108555163030066,0.44407183619414303
100,67683,0.37711669362242106,0.23887472890631106
101,81244,0.35723049173426186,0.3205594622396079
102,5346,0.42374065814225614,0.4448564228747029
103,37591,0.6319855465394704,0.2518244922003401
104,81468,0.40548801640246823,0.21324296018540767
105,43436,0.36656371391369114,0.22679151720935897
106,143561,0.3922002688430398,0.17919192521714022
107,78389,0.4321758738743086,0.2356493383813599
108,155519,0.41717472121888227,0.2477207132349482
109,53228,0.3999788611186417,0.17155807544848556
110,167404,0.5041751835076882,0.21594497731222334
111,85761,0.4214444096148103,0.20246525322855566
112,45690,0.15442907362882222,0.3262486535412036
113,1703,0.3408477108747937,0.38652705113529634
114,18611,0.40381197838158384,0.192661019640035
115,7128,0.3196160135761767,0.3066418927194293
116,95457,0.37607795556275336,0.20602730614240636
117,121464,0.4299980956067378,0.31222222663040305
118,157296,0.4640497996638626,0.19955859538408752
119,58008,0.31728502245315904,0.17980354222122413
120,35571,0.36468879217016614,0.17694454947704114
121,119932,0.433177784552016,0.36713863054869494
122,30992,0.5297006922349058,0.4184018696821375
123,70069,0.8084436064238157,0.22486477705861893
124,80453,0.4301217194577394,0.2333812293016675
125,110836,0.4723125847291946,0.20081779144212372
126,148666,0.4235455974652856,0.21487292774909264
127,42834,0.5276589476582253,0.3238282372640416
128,66541,0.3647023969304048,0.24427039100355247
129,52575,0.3476108793179706,0.38628870681418337
130,61572,0.2706448506328643,0.2959715498941435
131,19228,0.6466605299734334,0.2456814224757381
132,158528,0.40702979110805254,0.19744691903940462
133,62672,0.3541062319187156,0.2422151198623003
134,97912,0.5390583660682937,0.2638682567102028
135,109135,0.39586200109902064,0.27430751177201224
136,11060,0.3822426996255663,0.33527268930628534
137,69885,0.4908026375577197,0.1862810957150098
138,95354,0.46469233613374955,0.23257683616564384
139,82332,0.5159567367830237,0.282033487017014
140,74929,0.22263185432582788,0.18377641165004774
141,120223,0.43962254714648225,0.20451262679901402
142,54018,0.44039717499266495,0.18476647233160956
143,13059,0.26184786439382,0.3770684020337344
144,76689,0.4820516379257416,0.2714023500639397
145,91919,0.40083527584640294,0.2224769716754358
146,75396,0.24600339792026335,0.30666233424955053
147,1429,0.37512380344445423,0.20259095787896844
148,130807,0.3754727503472691,0.21994442859086294
149,117249,0.44501331612714395,0.31332937917342296
150,55444,0.3929542737322233,0.1971549896722361
151,38593,0.3473251931351486,0.3688283033411714
152,161464,0.4179304124679477,0.42993653120105163
153,93591,0.4782654191217954,0.21410057747180317
154,56411,0.21902904440932952,0.30139196591786577
155,94205,0.37586708424954673,0.19126875289575967
156,125907,0.4407778177995018,0.392704341061313
157,109033,0.3902353559641861,0.14103669295347546
158,153969,0.45475087994982816,0.22760572120395273
159,131469,0.32228089375590174,0.22165728982626498
160,80789,0.4486590809264485,0.19976954870318575
161,150444,0.34401125903143354,0.1958544621033694
162,140898,0.394457392352104,0.16802436673193957
163,57440,0.4301503744988225,0.1890172931237591
164,51677,0.5026649982691874,0.32065771890029066
165,19235,0.5867389593835836,0.33372506613426384
166,60925,0.5469366563523352,0.2794441135663574
167,114316,0.38707285750184406,0.20646060074928818
168,137685,0.49861756767960025,0.2100642206180915
169,167716,0.6124919521188382,0.2799592382335596
170,63797,0.3775050996045578,0.4230688923806751
171,32339,0.4499044820194312,0.426483948610945
172,137809,0.3570469888453814,0.2040846524957582
173,133447,0.5546562297938756,0.22518079847298708
174,166839,0.3902157493797753,0.1311847704087886
175,118896,0.3908972943319811,0.2815873930029791
176,68109,0.46956939543084286,0.22977150125900095
177,114176,0.4725636782089971,0.22998836683949067
178,77489,0.3823351486311891,0.20225250254111332
179,125528,0.39490311211777646,0.1943145464199136
180,99271,0.32053586906355747,0.19053424327125623
181,49488,0.3897626421440931,0.3427160655927203
182,6321,0.6892897287581352,0.30697261437785217
183,55685,0.4224792603117188,0.23093991363357563
184,153279,0.4144370220033933,0.396087960357959
185,10280,0.4526161267459938,0.3587265642714029
186,127761,0.4928002013670366,0.2780775605228829
187,43421,0.3553397718843156,0.23028499318843354
188,79453,0.49878785035998946,0.19141008397116957
189,84659,0.5016948494965592,0.23216724310323184
190,88336,0.22281042535489712,0.3516276171863431
191,130010,0.21814467597198683,0.23879440459232126
192,40411,0.49846563744266903,0.2636295882585166
193,100154,0.519170273885768,0.22799211771260794
194,114642,0.57476819097213,0.3485925120965088
195,83630,0.4019067289290489,0.19433486046234877
196,27461,0.3432727095395106,0.15333992221755474
197,31873,0.4216691373532956,0.19835746330156342
198,95817,0.4155961246239053,0.21331324769273635
199,121890,0.4489506430448746,0.2836564642287813
200,32362,0.4377817062479521,0.25898006855761335
201,88225,0.27581428735384594,0.41962386123411993
202,64273,0.43799474506655983,0.27596459066177353
203,160586,0.47263956025938214,0.19824028873644486
204,152047,0.47830944274647785,0.22064225544375746
205,100490,0.29910901496566067,0.3106556965502862
206,59883,0.30553188065427,0.2237326319970998
207,138722,0.4490988017412725,0.22472542791251024
208,122391,0.48800244078919186,0.26059848358105103
209,160601,0.49432676098875,0.2254756506392272
210,110651,0.3219984412372926,0.43162888536881805
211,32723,0.48404817687841273,0.3100486957898469
212,166527,0.48508715760708626,0.23014608586882845
213,119121,0.47137514907082145,0.24241567348720772
214,101270,0.4386570056345161,0.1570255011167983
215,161488,0.33732213482237966,0.23963838322326436
216,19740,0.3879626394347052,0.2352211821479531
217,160467,0.4077691018669389,0.19727274322860283
218,56909,0.49276209303219815,0.1604462162759847
219,2044,0.3522698738478724,0.2755006301603021
220,150679,0.4920181710419551,0.15665743104253083
221,28302,0.40450193624225517,0.18512171270125882
222,126468,0.3583454701379525,0.2004637806088941
223,46001,0.524095532651492,0.3346008997502036
224,68306,0.4278765746710693,0.34503553721557645
225,35138,0.3254018607650913,0.2983742961114455
226,146533,0.35945036356602034,0.2319892517786207
227,146690,0.34336377914376737,0.18704920779479522
228,167742,0.509329736817233,0.27574169473156523
229,111012,0.2862978462822961,0.42118387792745954
230,140928,0.3929026682272388,0.24004372845277758
231,118617,0.35042644461344313,0.36339860942036234
232,53572,0.18226068932621944,0.33970371248753045
233,70064,0.3343424688585533,0.407288273587912
234,51131,0.476438837333748,0.3927011965788099
235,145525,0.7751902287262803,0.28838525265741555
236,105896,0.47497025380931396,0.31610330434785616
237,56438,0.6496927460748643,0.33992929823664336
238,56538,0.4517226225274617,0.1519275754742798
239,3381,0.5097631513173888,0.16739994218602008
240,102297,0.4898067369535422,0.1994563888050299
241,94605,0.4823743751208853,0.14526091729783422
242,127064,0.3956640802666856,0.19391642581089108
243,113698,0.43164783501569515,0.3399602677543587
244,27000,0.38994556008103554,0.3033653627631488
245,81554,0.4929274168707917,0.24360174216317929
246,166508,0.629877079409092,0.3947282857527315
247,45641,0.45221516126921135,0.2412369144300446
248,148645,0.38939945053287306,0.21886093810961668
249,156009,0.4007270944372436,0.18469731676895826
250,139515,0.3794722014644758,0.1563095209556931
251,120901,0.4263907505049575,0.2080548433821322
252,113651,0.2906737584741209,0.41114403809321026
253,71256,0.41311479839888354,0.18971511246607378
254,75055,0.47885809454226114,0.2762827709239853
